,komentar,kategori,label,clean_text
3940,"Sy kok senang ya liat @nikitamirzanimawardi_172 sama @toni.dedola semoga kalian cpet halal langgeng kayaknya beda ini laki sama yang udah dalam hidup Niki sabar baik kalem kelihatan nya semoga Tony membawa kebaikan untuk Niki & anak nya, sayang banget kelihatan nya Tony sm Niki & an k nya",bukan hate speech,0,senang ya lihat nikitamirzanimawardi tonidedola moga cpet halal langgeng kayak beda laki hidup nik sabar kalem lihat nya moga tony bawa nik anak nya sayang banget lihat nya tony nik an k nya
3941,Selamat ulang tahun untuk saudaramu berkat Tuhan,bukan hate speech,0,selamat ulang saudara berkat tuhan
3942,Astagfirullah sebagian besar yang beragama Islam comment menghujat dengan kata yang berbeda. Seharusnya kita bangga ada seseorang yang ingin menjadi mualaf. Terlepas regara Niki atau apa. tapi Allah SWT memberikan kebaikan. berbicara yang baik agar kembali baik kepada kita pribadi,bukan hate speech,0,astagfirullah agama islam komen hujat beda bangga orang mualaf lepas regara nik allah subhanahu wata ala bicara pribadi
3943,"Tiada Tuhan selain Allah. Dan Muhammad adalah utusan Allah Masya Allah. Toni, jika manusia berbuat kesalahan, bukan agamanya yang salah, tapi personality nya agama Islam adalah agama yang benar dan kamu sudah dijalan yang benar. Semoga Istiqomah, dan carilah pasangan yang bisa sama sama berjalan beriringan sampai ke jannah.",bukan hate speech,0,tiada tuhan allah muhammad utu allah masyaallah allah ton manusia salah agama salah personality nya agama islam agama jalan moga istiqomah cari pasang jalan iring jannah
3944,Cinta sejati,bukan hate speech,0,cinta sejati
3945,anjir dah masuk islam lagi ‚‚ terus pisah lagi. SELAMAT,bukan hate speech,0,anjir masuk islam pisah selamat
3946,"Aku waktu syahadat ga baca buku kek dia ,tapi alhamdullilah sekali ucap langsung login.",bukan hate speech,0,syahadat tidak baca buku alhamdullilah langsung login
3947,masya allah,bukan hate speech,0,masyaallah allah
3948,"istiqomah yah bang, lo harus kuat sama si marijan.. ",bukan hate speech,0,istiqomah yah bang kuat si marijan
3949,Terharu  Maa syaa allah tabarokallah semoga istiqomah di jalan islam ,bukan hate speech,0,haru maa syaa allah tabarokallah moga istiqomah jalan islam
3950,Kayaknya dia ini kelihatan tulus. Semoga saja dia memeluk Islam dengan benar dan menjadi imam yang baik buat Niki dan anak2 nya. Kasian niki kalau sampai dapat suami ga bertanggung jawab lagi.,bukan hate speech,0,kayak lihat tulu moga peluk islam imam nik anak nya kasihan nik suami tidak tanggung
3951,Toni ini siapa sih sebenarnya. Pemain bola apa ,bukan hate speech,0,ton sih main bola
3952,Ni kata sudah putus … foto anak2 niki dihapus semua tapi kenapa pas pakai mobil niki masih di post?,bukan hate speech,0,ni putus foto anak nik hapus pa pakai mobil nik post
3953,"Wanita yang sudah punya anak dan kaya dia gk masalah kalau lakinya kurang dalam masalah uang, dia cuma mau laki2 yang penyayang dan baik pada anak2 dan darinya udah itu lebih dari cukup.",bukan hate speech,0,wanita anak kaya tidak laki uang laki sayang anak
3954,Kayaknya bulenya sabar ya,bukan hate speech,0,kayak bule sabar ya
3955,Carilah gadis yang baik.. menikahlah.. dan punya anak sendiri.. percayalah kamu akan bahagia dan melupakan adopsi anak mantan istrimu.. itu bukan ide yang baik… kamu akan berurusan dengan keluarga macan..,bukan hate speech,0,cari gadis nikah anak percaya bahagia lupa adopsi anak mantan istri ide urus keluarga macan
3956,Bagus Toni !!  Saya mendukungmu. Ungkapkan kebenaran.,bukan hate speech,0,bagus ton dukung
3957,anjing lucu banget,bukan hate speech,0,anjing lucu banget
3958,heran yah diIndonesia ada yang disebut artis terkenal kayak begitu mulutnya dan kelakuannya... pake minta dibayar melakukan hubungan suami istri... kok gak punya malu.. .seorang ibu harusnya memberi contoh yang baik untuk anak2nya... bukan teriak2 didepan camera demi mendapatkan uang dr youtube dan medsos... artis2 yang terhormat jaman dulu mana ada seperti gitu... lihat saja ibu Titik Puspa santunnya.. ibu Widyawati.  dll.. mereka karirnya sangat bagus dan prilakunya jg bagus,bukan hate speech,0,heran yah indonesia artis kenal mulut laku pakai bayar laku hubung suami istri tidak malu orang contoh anak teriak camera uang youtube medsos artis hormat jaman lihat titik puspa santun widyawati karirnya bagus prilakunya bagus
3959,pada dasarnya manusia tidak memiliki moral,bukan hate speech,0,dasar manusia tidak milik moral
3960,"Yesus sayang kamu... apapun yang pernah kamu lakukan bukan masalah bagi Dia untuk menerima kamu kembali, manusia bisa menolak tapi Yesus Maha Penyayang, tangan Yesus terbuka untukmu Toni GBU",bukan hate speech,0,yesus sayang laku terima manusia tolak yesus maha sayang tangan yesus buka ton gbu
3961,Kembali kepada Yesus Saudaraku.... Yesus Mengasihi dan menjagamu.. jangan kasihi pecundang NM.. NM Pecundang,bukan hate speech,0,yesus saudara yesus asih jaga kasih cundang nm nm cundang
3962,"Kembali kepada Tuhanmu, semoga kamu bisa mendengarNya",bukan hate speech,0,tuhan moga dengar
3963,"Kembalilah kepada Yesus. Yesus mencintaimu @toni.dedola Kembalilah kepada Yesus. Yesus mencintaimu, kembalilah @toni.dedola",bukan hate speech,0,yesus yesus cinta tonidedola yesus yesus cinta tonidedola
3964,Kamu harus nonton Jesus Revolution @toni.dedola,bukan hate speech,0,nonton jesus revolution tonidedola
3965,"Ehh saya nunggu patung Jesus di Indonesia entah di kota mana yang lg di bangun, tinggi dan raksasa jg..",bukan hate speech,0,ehh nunggu patung jesus indonesia kota bangun raksasa
3966,"Nikita Mirzani . Meski kita banyak uang dan sukses dalam apa pun, tapi bukan berarti kita bisa menjatuhkan harga diri laki-laki walau laki-laki itu materi nya tidak sebanyak kita, tapi harga diri laki-laki itu diatas segala nya.",bukan hate speech,0,nikita mirzani uang sukses arti jatuh harga lakilaki lakilaki materi nya tidak harga lakilaki nya
3967,"Saya pernah se arogan Nikita Mirzani, dan saya juga pekerja keras  punya penghasilan sendiri sampai saya cerai 2 kali, dan dipernikahan ke 3 saya belajar dari kesalahan.",bukan hate speech,0,arogan nikita mirzani kerja kera hasil cerai kali nikah ajar salah
3968,"februari 2023 sy ke sini, namun waktu itu air pasang. jd pas main ayunan, ombaknya tinggi sampai ke ayunan. seru pokoknya",bukan hate speech,0,februari air pasang pa main ayun ombak ayun seru pokok
3969,cantik,bukan hate speech,0,cantik
3970,Kok bisa sih bang jadi suami Nikmir ,bukan hate speech,0,sih bang suami nikmir
3971,"Oklin, semoga komen saya dibaca. Saya apriasi kemauan kamu buat berubah lebih baik. Konten sepwrti ini jauh lebih baik. Tetapi, kamu harus memaksakan diri untuk terus berubah lebih baik, mulai dari memangubah gaya pakaianmu jika kamu mantap berhijab. Yakinlah, tanpa menonjolkan lekuk tubuh, kamu masih tetap cantik. Orang2 malah lebih respect. Ingat kata Fudahail bin Iyadh rahimahullah: Perbaiki sisa usiamu, agar Alloh perbaiki masa lalumu. Ayo Oklin, semangat berubah jadi makin baik. Perlihatkan pada dunia, kamu bisa jadi muslimah saleha.",bukan hate speech,0,oklin moga komen baca apriasi ubah konten sepwrti paksa ubah memangubah gaya pakai mantap hijab tonjol lekuk tubuh cantik orang hormat fudahail bin iyadh rahimahullah sisa usia alloh ayo oklin semangat ubah lihat dunia muslimah saleha
3972,SEMOGA HUSNUL KHOTIMAH IBU SOKLIN ,bukan hate speech,0,moga husnul khotimah soklin
3973,Gak ada salahnya menerima pertobatan seseorang. Bilamana orang ini benar bertobat dan memperbaiki dirinya doakan saja supaya benar bertobat dan benar memperbaiki dirinya. Tidak perlu lagi menghujat seseorang atas masalalunya..,bukan hate speech,0,tidak salah terima tobat orang bilamana orang tobat doa tobat tidak hujat orang masalalunya
3974,"heran sama komennya, bikin konten ini salah. udah nyoba bikin konten baik malah masih disalahin juga",bukan hate speech,0,heran komennya bikin konten salah nyoba bikin konten disalahin
3975,sebenarnya kalau orang cerdas tau mau bikin video yang menginspirasi banyak orang bukan merendahkan dirinya sendiri yang penting kamu bisa kejalan yang benar semoga Allah bersama mu,bukan hate speech,0,orang cerdas tau bikin video inspirasi orang rendah jalan moga allah mu
3976,"Pengin body nya kaya kk oklin ,tapi sayang masih susah manage waktunya",bukan hate speech,0,pengin body nya kaya kk oklin sayang susah manage
3977,Keren,bukan hate speech,0,keren
3978,mangkanya kak cari konten yang bermutu insallah rezeki mah akan ada terus,bukan hate speech,0,kak cari konten mutu insallah rezeki mah
3979,"putusnya uda lama, terus baru galaunya sekarang? mikir deh coba, dia mungkin berusaha ngelupain masalalunya kemarin, terus tiba tiba simasa lalu update mau nikah sama yang lain sakit kemarin aja belum sembuh, ditambah laki sakit yng baruga semua org bisa ngerasain kehidupan yng org lain jalanin, akusi bukan mendukung pihak sebelah,tapi stop menghujat pihak disini, stop untuk mengurusin hidup mereka, kalian gatau mental yng kalian hujat itu kuat atau bahkan ada yang pura pura kuat, masalah pacaran beda agama, banyak yang bilang siapa suruh pacaran beda agama hahaha kalian ga pernah ngerasain pcrn beda agama mungkin, yang namanya nyaman sama seseorang toh ga mandang dia agama apa kan? banyak akun akun yang ngehujat di akun ini, dan akun sebelah pada pakai akun fake, bocil bocil deh keknya semoga yang ngehujat ngehujat, cepat cepat dapat hikmahnya la, dan kalau bisa ngerasain apa yang mereka rasain",bukan hate speech,0,putus galau berfikir deh coba usaha lupa masalalunya kemarin simasa update nikah sakit kemarin sembuh laki sakit baruga orang hidup orang jalanin akusi dukung sebelahtapi stop hujat stop mengurusin hidup tidak tau mental hujat kuat pura pura kuat pacar beda agama bilang suruh pacar beda agama hahaha tidak pacar beda agama nama nyaman orang tidak mandang agama akun akun ngehujat akun akun belah pakai akun fake bocil bocil deh kayak moga ngehujat ngehujat cepat cepat hikmah la rasain
3980,"Zize aja yang dihujat ribuan santai"" bae , ditambah  follower nya meledak kek bombastis ,",bukan hate speech,0,zize hujat ribu santai bae follower nya ledak bombastis
3981,"Seolah olah mantan kamu yang salah semuanya,  3 tahun emang susah buat dilupain kenangan semuanya tapi kn udah punya jalan sendiri2",bukan hate speech,0,olah olah mantan salah emang susah dilupain kenang jalan
3982, saya heran deh sel. Dari awal sehrusnya lu pada udah tau sesadar sadarnya bahwa kalian berbeda secara iman. Itu semua konsekuensi dalam sebuah hub yang beda agama si. Mau di gimanain juga bakal susah. A2937Jadi terima takdir aja deh sel,bukan hate speech,0,heran deh sel sehrusnya tau sadar sadar beda iman konsekuensi buah hubung beda agama si gimanain susah ajadi terima takdir deh sel
3983,etika itu yang paling harus dan wajib dibawa kemana2 sih‚,bukan hate speech,0,etika wajib bawa sih
3984,attitude mana attitude,bukan hate speech,0,attitude attitude
3985,Lu punya attitude lu asik,bukan hate speech,0,attitude asik
3986,"Islam gak ngajarin begitu.  Jadi buat apa kita sebagai Islam marah?, dia ngrendahin dirinya sendiri bukan ngrendahin agama kita. doakan aja terbaik buat dia. Semoga dapat hidayah",bukan hate speech,0,islam tidak ajar islam marah ngrendahin ngrendahin agama doa moga hidayah
3987,Inalillahiwainailaihirojiun. Poor you. Semoga kembali sehat secara fitrahnya  ‡,bukan hate speech,0,inalillahiwainailaihirojiun poor moga sehat fitrah
3988,Yak minimal minta maaf sih yah sama korban.,bukan hate speech,0,yak minimal maaf sih yah korban
3989,Minimal minta maaf dulu mbak,bukan hate speech,0,minimal maaf mbak
3990,"Kalau memang mau bersuara, kalau memang mau didengar, mau membawa perubahan, buktikan. Caranya? Laporkan. Hukum itu instrumen pembuktian kebenaran versi manusia. Narasi kamu mengenai pasal karet dan lainnya cuma akan jadi sebatas narasi, seharusnya, bawa ini ke jalur hukum jika memang km merasa gak adil. Biar bukti, saksi, publik yang menilai dan agar tau jika memang pasal karet ini harus diubah. Takut berjuang karena kesenjangan sosial katamu? Pertanyaanku, sudahkan km mencoba lapor? Sudahkah kamu mencoba bersuara dari awal? Utamanya diskusi sama korban yang benar dirugikan? Jika jawabannya tidak artinya keinginanmu untuk berjuang hanyalah omong kosong. Diammu gak akan membawa perubahan. Diammu cuma akan jadi diam yang acuh karena bahkan kamu setidaknya tidak  meluruskan kebenaran pada perempuan yang jadi korban, jika memang kamu merasa jadi korban pula. Katakan kebenaran pada yang bersangkutan, laporkan, buktikan, suarakan ketidak adilan jika memang hukum kejam terhadap perempuan, lalu buat karya jika memang segala cara tidak terdengar. Harusnya itu runtutan tindakan yang perlu dilakukan. Kamu punya masa, atensi publik bisa kamu raih jika memang dari awal km bilang kalau jadi korban, itu sudah bentuk kuasa Arawinda.",bukan hate speech,0,suara dengar bawa ubah bukti lapor hukum instrumen bukti versi manusia narasi kena pasal karet bata narasi bawa jalur hukum tidak adil biar bukti saksi publik nilai tau pasal karet ubah takut juang senjang sosial coba lapor coba suara utama diskusi korban rugi tidak arti juang omong kosong diam tidak bawa ubah diam diam acuh tidak tidak lurus perempuan korban korban sangkut lapor bukti suara tidak adil hukum kejam hadap perempuan karya tidak dengar runtut tindak laku atensi publik raih bilang korban bentuk kuasa arawinda
3991,buah jatuh tidak jauh dari pohonnya,bukan hate speech,0,buah jatuh tidak pohon
3992,"saya dulu sama teman sekelas, di gampar guru dan di tendang karna ribut, yang kita lakuin ketawa sekelas pas gurunya keluar  saling ledekin ekspresi pas kena gampar ",bukan hate speech,0,teman kelas gampar guru tendang ribut lakuin tertawa kelas pa guru ledekin ekspresi pa kena gampar
3993,"Salahnya merokok dilingkungan sekolah, coba kalau diluar sekolah & pake baju bebas, bukan seragam yang merupakan identitas sekolah",bukan hate speech,0,salah rokok lingkung sekolah coba sekolah pakai baju bebas seragam rupa identitas sekolah
3994,"jaman saya dulu ga potong kuku aja di tabok pake penggaris papan tulis, orang tua saya biasa aja malah nyalahin anaknya kenapa ga potong kuku",bukan hate speech,0,jaman tidak potong kuku tabok pakai penggar papan tulis orang tua nyalahin anak tidak potong kuku
3995,"fun fact tentang Bengkulu: tiap 1-3 hari selalu berita kemalingan apapun itu (motor, mesin PDAM, pakaian, HP, celana dalam cewe pun kena embat juga), jalan rusak bahkan melebihi Lampung, Nepotisme yang sangat tinggi, Tingkat Begal sudah menurun tapi tetap ada kasusnya",bukan hate speech,0,fun fakta bengkulu berita maling motor mesin pdam pakai hp celana cewek kena embat jalan rusak lampung nepotisme tingkat begal turun
3996,"Dulu saya sekolah dapat guru killer guru gila, lapor orang tua malah saya yang di omelin wkwk  laki gk boleh cengeng anjir",bukan hate speech,0,sekolah guru killer guru gila lapor orang tua omelin wkwk laki tidak cengeng anjir
3997,"Seketika aku ngerasa diri ku jahat sama anak..  pas anak ngadu kejadian disekolah, malah kumarahin balek anak aku ´ karna ditanam kan kalau disekolah orang tuanya adalah gurunya..",bukan hate speech,0,ku jahat anak pa anak adu sekolah kumarahin balek anak tanam sekolah orang tua guru
3998,"sama salah guru menegur dengan cara menendang ingat murid itu manusia bukan hewan dan buat orang tua juga gila main katapel pala orang aja,  penjarain anak nya ngeselin",bukan hate speech,0,salah guru tegur tendang murid manusia hewan orang tua gila main katapel pala orang penjarain anak nya ngeselin
3999,"Dulu teman saya digampar karena ngejek kelas lain yang ternyata dia wali kelas yang diejek itu, tapi dia langsung minta maap abis digampar, bukannya ngadu ke orang tua,",bukan hate speech,0,teman gampar ejek kelas nyata wali kelas ejek langsung maap habis gampar adu orang tua
4000,"Harus bagaimana kira kira mengubah pola pikir yang rusak ini, seperti apa masa depan negara ini kalau anak mudanya sudah tidak menghargai pendidikan orang tuanya tidak paham aturan sekolah",bukan hate speech,0,ubah pola pikir rusak negara anak muda tidak harga didik orang tua tidak paham atur sekolah
4001,saya ngadu ama bapak saya malah makin di tambah pake hyper 3 tendangannya,bukan hate speech,0,adu pakai hyper tendang
